Label,Notation,Parent Notation,Sort Priority,Description,Original Concept URI
1916-04,1916-04,,387,,http://reference.data.gov.uk/id/month/1916-04
1916-05,1916-05,,388,,http://reference.data.gov.uk/id/month/1916-05
1916-06,1916-06,,389,,http://reference.data.gov.uk/id/month/1916-06
1916-07,1916-07,,390,,http://reference.data.gov.uk/id/month/1916-07
1916-08,1916-08,,391,,http://reference.data.gov.uk/id/month/1916-08
1916-09,1916-09,,392,,http://reference.data.gov.uk/id/month/1916-09
1916-10,1916-10,,393,,http://reference.data.gov.uk/id/month/1916-10
1916-11,1916-11,,394,,http://reference.data.gov.uk/id/month/1916-11
1916-12,1916-12,,395,,http://reference.data.gov.uk/id/month/1916-12
1917-01,1917-01,,396,,http://reference.data.gov.uk/id/month/1917-01
1917-02,1917-02,,397,,http://reference.data.gov.uk/id/month/1917-02
1917-03,1917-03,,398,,http://reference.data.gov.uk/id/month/1917-03
1917-04,1917-04,,399,,http://reference.data.gov.uk/id/month/1917-04
1917-05,1917-05,,400,,http://reference.data.gov.uk/id/month/1917-05
1917-06,1917-06,,401,,http://reference.data.gov.uk/id/month/1917-06
1917-07,1917-07,,402,,http://reference.data.gov.uk/id/month/1917-07
1917-08,1917-08,,403,,http://reference.data.gov.uk/id/month/1917-08
1917-09,1917-09,,404,,http://reference.data.gov.uk/id/month/1917-09
1917-10,1917-10,,405,,http://reference.data.gov.uk/id/month/1917-10
1917-11,1917-11,,406,,http://reference.data.gov.uk/id/month/1917-11
1917-12,1917-12,,407,,http://reference.data.gov.uk/id/month/1917-12
1918-01,1918-01,,408,,http://reference.data.gov.uk/id/month/1918-01
1918-02,1918-02,,409,,http://reference.data.gov.uk/id/month/1918-02
1918-03,1918-03,,410,,http://reference.data.gov.uk/id/month/1918-03
1918-04,1918-04,,411,,http://reference.data.gov.uk/id/month/1918-04
1918-05,1918-05,,412,,http://reference.data.gov.uk/id/month/1918-05
1918-06,1918-06,,413,,http://reference.data.gov.uk/id/month/1918-06
1918-07,1918-07,,414,,http://reference.data.gov.uk/id/month/1918-07
1918-08,1918-08,,415,,http://reference.data.gov.uk/id/month/1918-08
1918-09,1918-09,,416,,http://reference.data.gov.uk/id/month/1918-09
1918-10,1918-10,,417,,http://reference.data.gov.uk/id/month/1918-10
1918-11,1918-11,,418,,http://reference.data.gov.uk/id/month/1918-11
1918-12,1918-12,,419,,http://reference.data.gov.uk/id/month/1918-12
1919-01,1919-01,,420,,http://reference.data.gov.uk/id/month/1919-01
1919-02,1919-02,,421,,http://reference.data.gov.uk/id/month/1919-02
1919-03,1919-03,,422,,http://reference.data.gov.uk/id/month/1919-03
1919-04,1919-04,,423,,http://reference.data.gov.uk/id/month/1919-04
1919-05,1919-05,,424,,http://reference.data.gov.uk/id/month/1919-05
1919-06,1919-06,,425,,http://reference.data.gov.uk/id/month/1919-06
1919-07,1919-07,,426,,http://reference.data.gov.uk/id/month/1919-07
1919-08,1919-08,,427,,http://reference.data.gov.uk/id/month/1919-08
1919-09,1919-09,,428,,http://reference.data.gov.uk/id/month/1919-09
1919-10,1919-10,,429,,http://reference.data.gov.uk/id/month/1919-10
1919-11,1919-11,,430,,http://reference.data.gov.uk/id/month/1919-11
1919-12,1919-12,,431,,http://reference.data.gov.uk/id/month/1919-12
1920-01,1920-01,,432,,http://reference.data.gov.uk/id/month/1920-01
1920-02,1920-02,,433,,http://reference.data.gov.uk/id/month/1920-02
1920-03,1920-03,,434,,http://reference.data.gov.uk/id/month/1920-03
1920-04,1920-04,,435,,http://reference.data.gov.uk/id/month/1920-04
1920-05,1920-05,,436,,http://reference.data.gov.uk/id/month/1920-05
1920-06,1920-06,,437,,http://reference.data.gov.uk/id/month/1920-06
1920-07,1920-07,,438,,http://reference.data.gov.uk/id/month/1920-07
1920-08,1920-08,,439,,http://reference.data.gov.uk/id/month/1920-08
1920-09,1920-09,,440,,http://reference.data.gov.uk/id/month/1920-09
1920-10,1920-10,,441,,http://reference.data.gov.uk/id/month/1920-10
1920-11,1920-11,,442,,http://reference.data.gov.uk/id/month/1920-11
1920-12,1920-12,,443,,http://reference.data.gov.uk/id/month/1920-12
1921-01,1921-01,,444,,http://reference.data.gov.uk/id/month/1921-01
1921-02,1921-02,,445,,http://reference.data.gov.uk/id/month/1921-02
1921-03,1921-03,,446,,http://reference.data.gov.uk/id/month/1921-03
1921-04,1921-04,,447,,http://reference.data.gov.uk/id/month/1921-04
1921-05,1921-05,,448,,http://reference.data.gov.uk/id/month/1921-05
1921-06,1921-06,,449,,http://reference.data.gov.uk/id/month/1921-06
1921-07,1921-07,,450,,http://reference.data.gov.uk/id/month/1921-07
1921-08,1921-08,,451,,http://reference.data.gov.uk/id/month/1921-08
1921-09,1921-09,,452,,http://reference.data.gov.uk/id/month/1921-09
1921-10,1921-10,,453,,http://reference.data.gov.uk/id/month/1921-10
1921-11,1921-11,,454,,http://reference.data.gov.uk/id/month/1921-11
1921-12,1921-12,,455,,http://reference.data.gov.uk/id/month/1921-12
1922-01,1922-01,,456,,http://reference.data.gov.uk/id/month/1922-01
1922-02,1922-02,,457,,http://reference.data.gov.uk/id/month/1922-02
1922-03,1922-03,,458,,http://reference.data.gov.uk/id/month/1922-03
1922-04,1922-04,,459,,http://reference.data.gov.uk/id/month/1922-04
1922-05,1922-05,,460,,http://reference.data.gov.uk/id/month/1922-05
1922-06,1922-06,,461,,http://reference.data.gov.uk/id/month/1922-06
1922-07,1922-07,,462,,http://reference.data.gov.uk/id/month/1922-07
1922-08,1922-08,,463,,http://reference.data.gov.uk/id/month/1922-08
1922-09,1922-09,,464,,http://reference.data.gov.uk/id/month/1922-09
1922-10,1922-10,,465,,http://reference.data.gov.uk/id/month/1922-10
1922-11,1922-11,,466,,http://reference.data.gov.uk/id/month/1922-11
1922-12,1922-12,,467,,http://reference.data.gov.uk/id/month/1922-12
1923-01,1923-01,,468,,http://reference.data.gov.uk/id/month/1923-01
1923-02,1923-02,,469,,http://reference.data.gov.uk/id/month/1923-02
1923-03,1923-03,,470,,http://reference.data.gov.uk/id/month/1923-03
1923-04,1923-04,,471,,http://reference.data.gov.uk/id/month/1923-04
1923-05,1923-05,,472,,http://reference.data.gov.uk/id/month/1923-05
1923-06,1923-06,,473,,http://reference.data.gov.uk/id/month/1923-06
1923-07,1923-07,,474,,http://reference.data.gov.uk/id/month/1923-07
1923-08,1923-08,,475,,http://reference.data.gov.uk/id/month/1923-08
1923-09,1923-09,,476,,http://reference.data.gov.uk/id/month/1923-09
1923-10,1923-10,,477,,http://reference.data.gov.uk/id/month/1923-10
1923-11,1923-11,,478,,http://reference.data.gov.uk/id/month/1923-11
1923-12,1923-12,,479,,http://reference.data.gov.uk/id/month/1923-12
1924-01,1924-01,,480,,http://reference.data.gov.uk/id/month/1924-01
1924-02,1924-02,,481,,http://reference.data.gov.uk/id/month/1924-02
1924-03,1924-03,,482,,http://reference.data.gov.uk/id/month/1924-03
1924-04,1924-04,,483,,http://reference.data.gov.uk/id/month/1924-04
1924-05,1924-05,,484,,http://reference.data.gov.uk/id/month/1924-05
1924-06,1924-06,,485,,http://reference.data.gov.uk/id/month/1924-06
1924-07,1924-07,,486,,http://reference.data.gov.uk/id/month/1924-07
1924-08,1924-08,,487,,http://reference.data.gov.uk/id/month/1924-08
1924-09,1924-09,,488,,http://reference.data.gov.uk/id/month/1924-09
1924-10,1924-10,,489,,http://reference.data.gov.uk/id/month/1924-10
1924-11,1924-11,,490,,http://reference.data.gov.uk/id/month/1924-11
1924-12,1924-12,,491,,http://reference.data.gov.uk/id/month/1924-12
1925-01,1925-01,,492,,http://reference.data.gov.uk/id/month/1925-01
1925-02,1925-02,,493,,http://reference.data.gov.uk/id/month/1925-02
1925-03,1925-03,,494,,http://reference.data.gov.uk/id/month/1925-03
1925-04,1925-04,,495,,http://reference.data.gov.uk/id/month/1925-04
1925-05,1925-05,,496,,http://reference.data.gov.uk/id/month/1925-05
1925-06,1925-06,,497,,http://reference.data.gov.uk/id/month/1925-06
1925-07,1925-07,,498,,http://reference.data.gov.uk/id/month/1925-07
1925-08,1925-08,,499,,http://reference.data.gov.uk/id/month/1925-08
1925-09,1925-09,,500,,http://reference.data.gov.uk/id/month/1925-09
1925-10,1925-10,,501,,http://reference.data.gov.uk/id/month/1925-10
1925-11,1925-11,,502,,http://reference.data.gov.uk/id/month/1925-11
1925-12,1925-12,,503,,http://reference.data.gov.uk/id/month/1925-12
1926-01,1926-01,,504,,http://reference.data.gov.uk/id/month/1926-01
1926-02,1926-02,,505,,http://reference.data.gov.uk/id/month/1926-02
1926-03,1926-03,,506,,http://reference.data.gov.uk/id/month/1926-03
1926-04,1926-04,,507,,http://reference.data.gov.uk/id/month/1926-04
1926-05,1926-05,,508,,http://reference.data.gov.uk/id/month/1926-05
1926-06,1926-06,,509,,http://reference.data.gov.uk/id/month/1926-06
1926-07,1926-07,,510,,http://reference.data.gov.uk/id/month/1926-07
1926-08,1926-08,,511,,http://reference.data.gov.uk/id/month/1926-08
1926-09,1926-09,,512,,http://reference.data.gov.uk/id/month/1926-09
1926-10,1926-10,,513,,http://reference.data.gov.uk/id/month/1926-10
1926-11,1926-11,,514,,http://reference.data.gov.uk/id/month/1926-11
1926-12,1926-12,,515,,http://reference.data.gov.uk/id/month/1926-12
1927-01,1927-01,,516,,http://reference.data.gov.uk/id/month/1927-01
1927-02,1927-02,,517,,http://reference.data.gov.uk/id/month/1927-02
1927-03,1927-03,,518,,http://reference.data.gov.uk/id/month/1927-03
1927-04,1927-04,,519,,http://reference.data.gov.uk/id/month/1927-04
1927-05,1927-05,,520,,http://reference.data.gov.uk/id/month/1927-05
1927-06,1927-06,,521,,http://reference.data.gov.uk/id/month/1927-06
1927-07,1927-07,,522,,http://reference.data.gov.uk/id/month/1927-07
1927-08,1927-08,,523,,http://reference.data.gov.uk/id/month/1927-08
1927-09,1927-09,,524,,http://reference.data.gov.uk/id/month/1927-09
1927-10,1927-10,,525,,http://reference.data.gov.uk/id/month/1927-10
1927-11,1927-11,,526,,http://reference.data.gov.uk/id/month/1927-11
1927-12,1927-12,,527,,http://reference.data.gov.uk/id/month/1927-12
1928-01,1928-01,,528,,http://reference.data.gov.uk/id/month/1928-01
1928-02,1928-02,,529,,http://reference.data.gov.uk/id/month/1928-02
1928-03,1928-03,,530,,http://reference.data.gov.uk/id/month/1928-03
1928-04,1928-04,,531,,http://reference.data.gov.uk/id/month/1928-04
1928-05,1928-05,,532,,http://reference.data.gov.uk/id/month/1928-05
1928-06,1928-06,,533,,http://reference.data.gov.uk/id/month/1928-06
1928-07,1928-07,,534,,http://reference.data.gov.uk/id/month/1928-07
1928-08,1928-08,,535,,http://reference.data.gov.uk/id/month/1928-08
1928-09,1928-09,,536,,http://reference.data.gov.uk/id/month/1928-09
1928-10,1928-10,,537,,http://reference.data.gov.uk/id/month/1928-10
1928-11,1928-11,,538,,http://reference.data.gov.uk/id/month/1928-11
1928-12,1928-12,,539,,http://reference.data.gov.uk/id/month/1928-12
1929-01,1929-01,,540,,http://reference.data.gov.uk/id/month/1929-01
1929-02,1929-02,,541,,http://reference.data.gov.uk/id/month/1929-02
1929-03,1929-03,,542,,http://reference.data.gov.uk/id/month/1929-03
1929-04,1929-04,,543,,http://reference.data.gov.uk/id/month/1929-04
1929-05,1929-05,,544,,http://reference.data.gov.uk/id/month/1929-05
1929-06,1929-06,,545,,http://reference.data.gov.uk/id/month/1929-06
1929-07,1929-07,,546,,http://reference.data.gov.uk/id/month/1929-07
1929-08,1929-08,,547,,http://reference.data.gov.uk/id/month/1929-08
1929-09,1929-09,,548,,http://reference.data.gov.uk/id/month/1929-09
1929-10,1929-10,,549,,http://reference.data.gov.uk/id/month/1929-10
1929-11,1929-11,,550,,http://reference.data.gov.uk/id/month/1929-11
1929-12,1929-12,,551,,http://reference.data.gov.uk/id/month/1929-12
1930-01,1930-01,,552,,http://reference.data.gov.uk/id/month/1930-01
1930-02,1930-02,,553,,http://reference.data.gov.uk/id/month/1930-02
1930-03,1930-03,,554,,http://reference.data.gov.uk/id/month/1930-03
1930-04,1930-04,,555,,http://reference.data.gov.uk/id/month/1930-04
1930-05,1930-05,,556,,http://reference.data.gov.uk/id/month/1930-05
1930-06,1930-06,,557,,http://reference.data.gov.uk/id/month/1930-06
1930-07,1930-07,,558,,http://reference.data.gov.uk/id/month/1930-07
1930-08,1930-08,,559,,http://reference.data.gov.uk/id/month/1930-08
1930-09,1930-09,,560,,http://reference.data.gov.uk/id/month/1930-09
1930-10,1930-10,,561,,http://reference.data.gov.uk/id/month/1930-10
1930-11,1930-11,,562,,http://reference.data.gov.uk/id/month/1930-11
1930-12,1930-12,,563,,http://reference.data.gov.uk/id/month/1930-12
1931-01,1931-01,,564,,http://reference.data.gov.uk/id/month/1931-01
1931-02,1931-02,,565,,http://reference.data.gov.uk/id/month/1931-02
1931-03,1931-03,,566,,http://reference.data.gov.uk/id/month/1931-03
1931-04,1931-04,,567,,http://reference.data.gov.uk/id/month/1931-04
1931-05,1931-05,,568,,http://reference.data.gov.uk/id/month/1931-05
1931-06,1931-06,,569,,http://reference.data.gov.uk/id/month/1931-06
1931-07,1931-07,,570,,http://reference.data.gov.uk/id/month/1931-07
1931-08,1931-08,,571,,http://reference.data.gov.uk/id/month/1931-08
1931-09,1931-09,,572,,http://reference.data.gov.uk/id/month/1931-09
1931-10,1931-10,,573,,http://reference.data.gov.uk/id/month/1931-10
1931-11,1931-11,,574,,http://reference.data.gov.uk/id/month/1931-11
1931-12,1931-12,,575,,http://reference.data.gov.uk/id/month/1931-12
1932-01,1932-01,,576,,http://reference.data.gov.uk/id/month/1932-01
1932-02,1932-02,,577,,http://reference.data.gov.uk/id/month/1932-02
1932-03,1932-03,,578,,http://reference.data.gov.uk/id/month/1932-03
1932-04,1932-04,,579,,http://reference.data.gov.uk/id/month/1932-04
1932-05,1932-05,,580,,http://reference.data.gov.uk/id/month/1932-05
1932-06,1932-06,,581,,http://reference.data.gov.uk/id/month/1932-06
1932-07,1932-07,,582,,http://reference.data.gov.uk/id/month/1932-07
1932-08,1932-08,,583,,http://reference.data.gov.uk/id/month/1932-08
1932-09,1932-09,,584,,http://reference.data.gov.uk/id/month/1932-09
1932-10,1932-10,,585,,http://reference.data.gov.uk/id/month/1932-10
1932-11,1932-11,,586,,http://reference.data.gov.uk/id/month/1932-11
1932-12,1932-12,,587,,http://reference.data.gov.uk/id/month/1932-12
1933-01,1933-01,,588,,http://reference.data.gov.uk/id/month/1933-01
1933-02,1933-02,,589,,http://reference.data.gov.uk/id/month/1933-02
1933-03,1933-03,,590,,http://reference.data.gov.uk/id/month/1933-03
1933-04,1933-04,,591,,http://reference.data.gov.uk/id/month/1933-04
1933-05,1933-05,,592,,http://reference.data.gov.uk/id/month/1933-05
1933-06,1933-06,,593,,http://reference.data.gov.uk/id/month/1933-06
1933-07,1933-07,,594,,http://reference.data.gov.uk/id/month/1933-07
1933-08,1933-08,,595,,http://reference.data.gov.uk/id/month/1933-08
1933-09,1933-09,,596,,http://reference.data.gov.uk/id/month/1933-09
1933-10,1933-10,,597,,http://reference.data.gov.uk/id/month/1933-10
1933-11,1933-11,,598,,http://reference.data.gov.uk/id/month/1933-11
1933-12,1933-12,,599,,http://reference.data.gov.uk/id/month/1933-12
1934-01,1934-01,,600,,http://reference.data.gov.uk/id/month/1934-01
1934-02,1934-02,,601,,http://reference.data.gov.uk/id/month/1934-02
1934-03,1934-03,,602,,http://reference.data.gov.uk/id/month/1934-03
1934-04,1934-04,,603,,http://reference.data.gov.uk/id/month/1934-04
1934-05,1934-05,,604,,http://reference.data.gov.uk/id/month/1934-05
1934-06,1934-06,,605,,http://reference.data.gov.uk/id/month/1934-06
1934-07,1934-07,,606,,http://reference.data.gov.uk/id/month/1934-07
1934-08,1934-08,,607,,http://reference.data.gov.uk/id/month/1934-08
1934-09,1934-09,,608,,http://reference.data.gov.uk/id/month/1934-09
1934-10,1934-10,,609,,http://reference.data.gov.uk/id/month/1934-10
1934-11,1934-11,,610,,http://reference.data.gov.uk/id/month/1934-11
1934-12,1934-12,,611,,http://reference.data.gov.uk/id/month/1934-12
1935-01,1935-01,,612,,http://reference.data.gov.uk/id/month/1935-01
1935-02,1935-02,,613,,http://reference.data.gov.uk/id/month/1935-02
1935-03,1935-03,,614,,http://reference.data.gov.uk/id/month/1935-03
1935-04,1935-04,,615,,http://reference.data.gov.uk/id/month/1935-04
1935-05,1935-05,,616,,http://reference.data.gov.uk/id/month/1935-05
1935-06,1935-06,,617,,http://reference.data.gov.uk/id/month/1935-06
1935-07,1935-07,,618,,http://reference.data.gov.uk/id/month/1935-07
1935-08,1935-08,,619,,http://reference.data.gov.uk/id/month/1935-08
1935-09,1935-09,,620,,http://reference.data.gov.uk/id/month/1935-09
1935-10,1935-10,,621,,http://reference.data.gov.uk/id/month/1935-10
1935-11,1935-11,,622,,http://reference.data.gov.uk/id/month/1935-11
1935-12,1935-12,,623,,http://reference.data.gov.uk/id/month/1935-12
1936-01,1936-01,,624,,http://reference.data.gov.uk/id/month/1936-01
1936-02,1936-02,,625,,http://reference.data.gov.uk/id/month/1936-02
1936-03,1936-03,,626,,http://reference.data.gov.uk/id/month/1936-03
1936-04,1936-04,,627,,http://reference.data.gov.uk/id/month/1936-04
1936-05,1936-05,,628,,http://reference.data.gov.uk/id/month/1936-05
1936-06,1936-06,,629,,http://reference.data.gov.uk/id/month/1936-06
1936-07,1936-07,,630,,http://reference.data.gov.uk/id/month/1936-07
1936-08,1936-08,,631,,http://reference.data.gov.uk/id/month/1936-08
1936-09,1936-09,,632,,http://reference.data.gov.uk/id/month/1936-09
1936-10,1936-10,,633,,http://reference.data.gov.uk/id/month/1936-10
1936-11,1936-11,,634,,http://reference.data.gov.uk/id/month/1936-11
1936-12,1936-12,,635,,http://reference.data.gov.uk/id/month/1936-12
1937-01,1937-01,,636,,http://reference.data.gov.uk/id/month/1937-01
1937-02,1937-02,,637,,http://reference.data.gov.uk/id/month/1937-02
1937-03,1937-03,,638,,http://reference.data.gov.uk/id/month/1937-03
1937-04,1937-04,,639,,http://reference.data.gov.uk/id/month/1937-04
1937-05,1937-05,,640,,http://reference.data.gov.uk/id/month/1937-05
1937-06,1937-06,,641,,http://reference.data.gov.uk/id/month/1937-06
1937-07,1937-07,,642,,http://reference.data.gov.uk/id/month/1937-07
1937-08,1937-08,,643,,http://reference.data.gov.uk/id/month/1937-08
1937-09,1937-09,,644,,http://reference.data.gov.uk/id/month/1937-09
1937-10,1937-10,,645,,http://reference.data.gov.uk/id/month/1937-10
1937-11,1937-11,,646,,http://reference.data.gov.uk/id/month/1937-11
1937-12,1937-12,,647,,http://reference.data.gov.uk/id/month/1937-12
1938-01,1938-01,,648,,http://reference.data.gov.uk/id/month/1938-01
1938-02,1938-02,,649,,http://reference.data.gov.uk/id/month/1938-02
1938-03,1938-03,,650,,http://reference.data.gov.uk/id/month/1938-03
1938-04,1938-04,,651,,http://reference.data.gov.uk/id/month/1938-04
1938-05,1938-05,,652,,http://reference.data.gov.uk/id/month/1938-05
1938-06,1938-06,,653,,http://reference.data.gov.uk/id/month/1938-06
1938-07,1938-07,,654,,http://reference.data.gov.uk/id/month/1938-07
1938-08,1938-08,,655,,http://reference.data.gov.uk/id/month/1938-08
1938-09,1938-09,,656,,http://reference.data.gov.uk/id/month/1938-09
1938-10,1938-10,,657,,http://reference.data.gov.uk/id/month/1938-10
1938-11,1938-11,,658,,http://reference.data.gov.uk/id/month/1938-11
1938-12,1938-12,,659,,http://reference.data.gov.uk/id/month/1938-12
1939-01,1939-01,,660,,http://reference.data.gov.uk/id/month/1939-01
1939-02,1939-02,,661,,http://reference.data.gov.uk/id/month/1939-02
1939-03,1939-03,,662,,http://reference.data.gov.uk/id/month/1939-03
1939-04,1939-04,,663,,http://reference.data.gov.uk/id/month/1939-04
1939-05,1939-05,,664,,http://reference.data.gov.uk/id/month/1939-05
1939-06,1939-06,,665,,http://reference.data.gov.uk/id/month/1939-06
1939-07,1939-07,,666,,http://reference.data.gov.uk/id/month/1939-07
1939-08,1939-08,,667,,http://reference.data.gov.uk/id/month/1939-08
1939-09,1939-09,,668,,http://reference.data.gov.uk/id/month/1939-09
1939-10,1939-10,,669,,http://reference.data.gov.uk/id/month/1939-10
1939-11,1939-11,,670,,http://reference.data.gov.uk/id/month/1939-11
1939-12,1939-12,,671,,http://reference.data.gov.uk/id/month/1939-12
1940-01,1940-01,,672,,http://reference.data.gov.uk/id/month/1940-01
1940-02,1940-02,,673,,http://reference.data.gov.uk/id/month/1940-02
1940-03,1940-03,,674,,http://reference.data.gov.uk/id/month/1940-03
1940-04,1940-04,,675,,http://reference.data.gov.uk/id/month/1940-04
1940-05,1940-05,,676,,http://reference.data.gov.uk/id/month/1940-05
1940-06,1940-06,,677,,http://reference.data.gov.uk/id/month/1940-06
1940-07,1940-07,,678,,http://reference.data.gov.uk/id/month/1940-07
1940-08,1940-08,,679,,http://reference.data.gov.uk/id/month/1940-08
1940-09,1940-09,,680,,http://reference.data.gov.uk/id/month/1940-09
1940-10,1940-10,,681,,http://reference.data.gov.uk/id/month/1940-10
1940-11,1940-11,,682,,http://reference.data.gov.uk/id/month/1940-11
1940-12,1940-12,,683,,http://reference.data.gov.uk/id/month/1940-12
1941-01,1941-01,,684,,http://reference.data.gov.uk/id/month/1941-01
1941-02,1941-02,,685,,http://reference.data.gov.uk/id/month/1941-02
1941-03,1941-03,,686,,http://reference.data.gov.uk/id/month/1941-03
1941-04,1941-04,,687,,http://reference.data.gov.uk/id/month/1941-04
1941-05,1941-05,,688,,http://reference.data.gov.uk/id/month/1941-05
1941-06,1941-06,,689,,http://reference.data.gov.uk/id/month/1941-06
1941-07,1941-07,,690,,http://reference.data.gov.uk/id/month/1941-07
1941-08,1941-08,,691,,http://reference.data.gov.uk/id/month/1941-08
1941-09,1941-09,,692,,http://reference.data.gov.uk/id/month/1941-09
1941-10,1941-10,,693,,http://reference.data.gov.uk/id/month/1941-10
1941-11,1941-11,,694,,http://reference.data.gov.uk/id/month/1941-11
1941-12,1941-12,,695,,http://reference.data.gov.uk/id/month/1941-12
1942-01,1942-01,,696,,http://reference.data.gov.uk/id/month/1942-01
1942-02,1942-02,,697,,http://reference.data.gov.uk/id/month/1942-02
1942-03,1942-03,,698,,http://reference.data.gov.uk/id/month/1942-03
1942-04,1942-04,,699,,http://reference.data.gov.uk/id/month/1942-04
1942-05,1942-05,,700,,http://reference.data.gov.uk/id/month/1942-05
1942-06,1942-06,,701,,http://reference.data.gov.uk/id/month/1942-06
1942-07,1942-07,,702,,http://reference.data.gov.uk/id/month/1942-07
1942-08,1942-08,,703,,http://reference.data.gov.uk/id/month/1942-08
1942-09,1942-09,,704,,http://reference.data.gov.uk/id/month/1942-09
1942-10,1942-10,,705,,http://reference.data.gov.uk/id/month/1942-10
1942-11,1942-11,,706,,http://reference.data.gov.uk/id/month/1942-11
1942-12,1942-12,,707,,http://reference.data.gov.uk/id/month/1942-12
1943-01,1943-01,,708,,http://reference.data.gov.uk/id/month/1943-01
1943-02,1943-02,,709,,http://reference.data.gov.uk/id/month/1943-02
1943-03,1943-03,,710,,http://reference.data.gov.uk/id/month/1943-03
1943-04,1943-04,,711,,http://reference.data.gov.uk/id/month/1943-04
1943-05,1943-05,,712,,http://reference.data.gov.uk/id/month/1943-05
1943-06,1943-06,,713,,http://reference.data.gov.uk/id/month/1943-06
1943-07,1943-07,,714,,http://reference.data.gov.uk/id/month/1943-07
1943-08,1943-08,,715,,http://reference.data.gov.uk/id/month/1943-08
1943-09,1943-09,,716,,http://reference.data.gov.uk/id/month/1943-09
1943-10,1943-10,,717,,http://reference.data.gov.uk/id/month/1943-10
1943-11,1943-11,,718,,http://reference.data.gov.uk/id/month/1943-11
1943-12,1943-12,,719,,http://reference.data.gov.uk/id/month/1943-12
1944-01,1944-01,,720,,http://reference.data.gov.uk/id/month/1944-01
1944-02,1944-02,,721,,http://reference.data.gov.uk/id/month/1944-02
1944-03,1944-03,,722,,http://reference.data.gov.uk/id/month/1944-03
1944-04,1944-04,,723,,http://reference.data.gov.uk/id/month/1944-04
1944-05,1944-05,,724,,http://reference.data.gov.uk/id/month/1944-05
1944-06,1944-06,,725,,http://reference.data.gov.uk/id/month/1944-06
1944-07,1944-07,,726,,http://reference.data.gov.uk/id/month/1944-07
1944-08,1944-08,,727,,http://reference.data.gov.uk/id/month/1944-08
1944-09,1944-09,,728,,http://reference.data.gov.uk/id/month/1944-09
1944-10,1944-10,,729,,http://reference.data.gov.uk/id/month/1944-10
1944-11,1944-11,,730,,http://reference.data.gov.uk/id/month/1944-11
1944-12,1944-12,,731,,http://reference.data.gov.uk/id/month/1944-12
1945-01,1945-01,,732,,http://reference.data.gov.uk/id/month/1945-01
1945-02,1945-02,,733,,http://reference.data.gov.uk/id/month/1945-02
1945-03,1945-03,,734,,http://reference.data.gov.uk/id/month/1945-03
1945-04,1945-04,,735,,http://reference.data.gov.uk/id/month/1945-04
1945-05,1945-05,,736,,http://reference.data.gov.uk/id/month/1945-05
1945-06,1945-06,,737,,http://reference.data.gov.uk/id/month/1945-06
1945-07,1945-07,,738,,http://reference.data.gov.uk/id/month/1945-07
1945-08,1945-08,,739,,http://reference.data.gov.uk/id/month/1945-08
1945-09,1945-09,,740,,http://reference.data.gov.uk/id/month/1945-09
1945-10,1945-10,,741,,http://reference.data.gov.uk/id/month/1945-10
1945-11,1945-11,,742,,http://reference.data.gov.uk/id/month/1945-11
1945-12,1945-12,,743,,http://reference.data.gov.uk/id/month/1945-12
1946-01,1946-01,,744,,http://reference.data.gov.uk/id/month/1946-01
1946-02,1946-02,,745,,http://reference.data.gov.uk/id/month/1946-02
1946-03,1946-03,,746,,http://reference.data.gov.uk/id/month/1946-03
1946-04,1946-04,,747,,http://reference.data.gov.uk/id/month/1946-04
1946-05,1946-05,,748,,http://reference.data.gov.uk/id/month/1946-05
1946-06,1946-06,,749,,http://reference.data.gov.uk/id/month/1946-06
1946-07,1946-07,,750,,http://reference.data.gov.uk/id/month/1946-07
1946-08,1946-08,,751,,http://reference.data.gov.uk/id/month/1946-08
1946-09,1946-09,,752,,http://reference.data.gov.uk/id/month/1946-09
1946-10,1946-10,,753,,http://reference.data.gov.uk/id/month/1946-10
1946-11,1946-11,,754,,http://reference.data.gov.uk/id/month/1946-11
1946-12,1946-12,,755,,http://reference.data.gov.uk/id/month/1946-12
1947-01,1947-01,,756,,http://reference.data.gov.uk/id/month/1947-01
1947-02,1947-02,,757,,http://reference.data.gov.uk/id/month/1947-02
1947-03,1947-03,,758,,http://reference.data.gov.uk/id/month/1947-03
1947-04,1947-04,,759,,http://reference.data.gov.uk/id/month/1947-04
1947-05,1947-05,,760,,http://reference.data.gov.uk/id/month/1947-05
1947-06,1947-06,,761,,http://reference.data.gov.uk/id/month/1947-06
1947-07,1947-07,,762,,http://reference.data.gov.uk/id/month/1947-07
1947-08,1947-08,,763,,http://reference.data.gov.uk/id/month/1947-08
1947-09,1947-09,,764,,http://reference.data.gov.uk/id/month/1947-09
1947-10,1947-10,,765,,http://reference.data.gov.uk/id/month/1947-10
1947-11,1947-11,,766,,http://reference.data.gov.uk/id/month/1947-11
1947-12,1947-12,,767,,http://reference.data.gov.uk/id/month/1947-12
1948-01,1948-01,,768,,http://reference.data.gov.uk/id/month/1948-01
1948-02,1948-02,,769,,http://reference.data.gov.uk/id/month/1948-02
1948-03,1948-03,,770,,http://reference.data.gov.uk/id/month/1948-03
1948-04,1948-04,,771,,http://reference.data.gov.uk/id/month/1948-04
1948-05,1948-05,,772,,http://reference.data.gov.uk/id/month/1948-05
1948-06,1948-06,,773,,http://reference.data.gov.uk/id/month/1948-06
1948-07,1948-07,,774,,http://reference.data.gov.uk/id/month/1948-07
