Month,Geography,Value
1913-04,yorkshire-and-humber,10.58902
1913-05,yorkshire-and-humber,14.78723
1913-06,yorkshire-and-humber,17.85661
1913-07,yorkshire-and-humber,17.31142
1913-08,yorkshire-and-humber,18.86669
1913-09,yorkshire-and-humber,17.29798
1913-10,yorkshire-and-humber,13.05069
1913-11,yorkshire-and-humber,10.17863
1913-12,yorkshire-and-humber,6.41962
1914-01,yorkshire-and-humber,5.40257
1914-02,yorkshire-and-humber,9.16321
1914-03,yorkshire-and-humber,8.3398
1914-04,yorkshire-and-humber,14.16994
1914-05,yorkshire-and-humber,13.86877
1914-06,yorkshire-and-humber,18.36276
1914-07,yorkshire-and-humber,19.22743
1914-08,yorkshire-and-humber,19.86406
1914-09,yorkshire-and-humber,17.14164
1914-10,yorkshire-and-humber,12.78203
1914-11,yorkshire-and-humber,8.9899
1914-12,yorkshire-and-humber,6.0412
1915-01,yorkshire-and-humber,5.28559
1915-02,yorkshire-and-humber,6.04877
1915-03,yorkshire-and-humber,7.99555
1915-04,yorkshire-and-humber,11.15415
1915-05,yorkshire-and-humber,13.67905
1915-06,yorkshire-and-humber,18.45212
1915-07,yorkshire-and-humber,17.91226
1915-08,yorkshire-and-humber,18.71457
1915-09,yorkshire-and-humber,16.84065
1915-10,yorkshire-and-humber,11.73554
1915-11,yorkshire-and-humber,5.7625
1915-12,yorkshire-and-humber,6.3589
1916-01,yorkshire-and-humber,9.39014
1916-02,yorkshire-and-humber,5.44021
1916-03,yorkshire-and-humber,4.67124
1916-04,yorkshire-and-humber,11.59435
1916-05,yorkshire-and-humber,14.96748
1916-06,yorkshire-and-humber,14.55916
1916-07,yorkshire-and-humber,18.37861
1916-08,yorkshire-and-humber,20.00459
1916-09,yorkshire-and-humber,15.811
1916-10,yorkshire-and-humber,12.76614
1916-11,yorkshire-and-humber,8.85637
1916-12,yorkshire-and-humber,4.25774
1917-01,yorkshire-and-humber,2.6462
1917-02,yorkshire-and-humber,3.22634
1917-03,yorkshire-and-humber,5.53041
1917-04,yorkshire-and-humber,8.24209
1917-05,yorkshire-and-humber,16.02282
1917-06,yorkshire-and-humber,18.96671
1917-07,yorkshire-and-humber,19.91919
1917-08,yorkshire-and-humber,18.60521
1917-09,yorkshire-and-humber,17.35652
1917-10,yorkshire-and-humber,10.44198
1917-11,yorkshire-and-humber,9.92216
1917-12,yorkshire-and-humber,4.53654
1918-01,yorkshire-and-humber,5.60591
1918-02,yorkshire-and-humber,7.91318
1918-03,yorkshire-and-humber,8.5652
1918-04,yorkshire-and-humber,9.18051
1918-05,yorkshire-and-humber,16.74692
1918-06,yorkshire-and-humber,17.13305
1918-07,yorkshire-and-humber,19.24728
1918-08,yorkshire-and-humber,19.35019
1918-09,yorkshire-and-humber,14.34996
1918-10,yorkshire-and-humber,11.81781
1918-11,yorkshire-and-humber,7.68333
1918-12,yorkshire-and-humber,8.13719
1919-01,yorkshire-and-humber,4.11673
1919-02,yorkshire-and-humber,3.79421
1919-03,yorkshire-and-humber,5.64676
1919-04,yorkshire-and-humber,10.57063
1919-05,yorkshire-and-humber,17.23283
1919-06,yorkshire-and-humber,18.22553
1919-07,yorkshire-and-humber,17.01394
1919-08,yorkshire-and-humber,19.22786
1919-09,yorkshire-and-humber,16.45744
1919-10,yorkshire-and-humber,11.11749
1919-11,yorkshire-and-humber,5.17657
1919-12,yorkshire-and-humber,6.59657
1920-01,yorkshire-and-humber,6.91466
1920-02,yorkshire-and-humber,8.17657
1920-03,yorkshire-and-humber,9.90679
1920-04,yorkshire-and-humber,9.99665
1920-05,yorkshire-and-humber,14.9843
1920-06,yorkshire-and-humber,17.86899
1920-07,yorkshire-and-humber,17.04934
1920-08,yorkshire-and-humber,16.80942
1920-09,yorkshire-and-humber,16.16026
1920-10,yorkshire-and-humber,13.16421
1920-11,yorkshire-and-humber,8.89193
1920-12,yorkshire-and-humber,6.04391
1921-01,yorkshire-and-humber,8.55345
1921-02,yorkshire-and-humber,7.02218
1921-03,yorkshire-and-humber,10.1342
1921-04,yorkshire-and-humber,11.87815
1921-05,yorkshire-and-humber,15.6718
1921-06,yorkshire-and-humber,18.27974
1921-07,yorkshire-and-humber,21.98552
1921-08,yorkshire-and-humber,18.09017
1921-09,yorkshire-and-humber,17.81134
1921-10,yorkshire-and-humber,16.2008
1921-11,yorkshire-and-humber,6.47037
1921-12,yorkshire-and-humber,8.66027
1922-01,yorkshire-and-humber,4.63417
1922-02,yorkshire-and-humber,5.9417
1922-03,yorkshire-and-humber,6.36234
1922-04,yorkshire-and-humber,8.89366
1922-05,yorkshire-and-humber,16.84728
1922-06,yorkshire-and-humber,17.53568
1922-07,yorkshire-and-humber,16.69395
1922-08,yorkshire-and-humber,16.52351
1922-09,yorkshire-and-humber,14.87304
1922-10,yorkshire-and-humber,11.30387
1922-11,yorkshire-and-humber,8.48818
1922-12,yorkshire-and-humber,7.10641
1923-01,yorkshire-and-humber,7.71502
1923-02,yorkshire-and-humber,5.93782
1923-03,yorkshire-and-humber,8.83427
1923-04,yorkshire-and-humber,9.86962
1923-05,yorkshire-and-humber,11.96554
1923-06,yorkshire-and-humber,15.3392
1923-07,yorkshire-and-humber,20.38617
1923-08,yorkshire-and-humber,18.31797
1923-09,yorkshire-and-humber,15.75504
1923-10,yorkshire-and-humber,11.83301
1923-11,yorkshire-and-humber,5.6731
1923-12,yorkshire-and-humber,4.8416
1924-01,yorkshire-and-humber,5.60268
1924-02,yorkshire-and-humber,5.2144
1924-03,yorkshire-and-humber,6.70692
1924-04,yorkshire-and-humber,10.34238
1924-05,yorkshire-and-humber,14.09988
1924-06,yorkshire-and-humber,17.26829
1924-07,yorkshire-and-humber,18.79421
1924-08,yorkshire-and-humber,17.3243
1924-09,yorkshire-and-humber,16.03228
1924-10,yorkshire-and-humber,12.39383
1924-11,yorkshire-and-humber,8.80654
1924-12,yorkshire-and-humber,8.2685
1925-01,yorkshire-and-humber,6.73574
1925-02,yorkshire-and-humber,6.83485
1925-03,yorkshire-and-humber,7.44501
1925-04,yorkshire-and-humber,10.42486
1925-05,yorkshire-and-humber,14.92883
1925-06,yorkshire-and-humber,18.40429
1925-07,yorkshire-and-humber,20.86306
1925-08,yorkshire-and-humber,18.95457
1925-09,yorkshire-and-humber,14.41047
1925-10,yorkshire-and-humber,12.99381
1925-11,yorkshire-and-humber,5.75963
1925-12,yorkshire-and-humber,4.36899
1926-01,yorkshire-and-humber,5.93221
1926-02,yorkshire-and-humber,8.07473
1926-03,yorkshire-and-humber,8.86459
1926-04,yorkshire-and-humber,12.47503
1926-05,yorkshire-and-humber,13.1406
1926-06,yorkshire-and-humber,17.12072
1926-07,yorkshire-and-humber,20.15577
1926-08,yorkshire-and-humber,19.8669
1926-09,yorkshire-and-humber,17.26971
1926-10,yorkshire-and-humber,10.84533
1926-11,yorkshire-and-humber,7.73564
1926-12,yorkshire-and-humber,6.33592
1927-01,yorkshire-and-humber,6.25393
1927-02,yorkshire-and-humber,6.675
1927-03,yorkshire-and-humber,9.60904
1927-04,yorkshire-and-humber,10.95884
1927-05,yorkshire-and-humber,13.71878
1927-06,yorkshire-and-humber,15.4152
1927-07,yorkshire-and-humber,18.45954
1927-08,yorkshire-and-humber,18.647
1927-09,yorkshire-and-humber,15.05854
1927-10,yorkshire-and-humber,13.09328
1927-11,yorkshire-and-humber,7.87021
1927-12,yorkshire-and-humber,2.97109
1928-01,yorkshire-and-humber,6.98609
1928-02,yorkshire-and-humber,7.85515
1928-03,yorkshire-and-humber,7.76337
1928-04,yorkshire-and-humber,11.21977
1928-05,yorkshire-and-humber,13.00579
1928-06,yorkshire-and-humber,15.86932
1928-07,yorkshire-and-humber,19.70292
1928-08,yorkshire-and-humber,18.98802
1928-09,yorkshire-and-humber,16.38333
1928-10,yorkshire-and-humber,12.44568
1928-11,yorkshire-and-humber,9.7775
1928-12,yorkshire-and-humber,5.41677
1929-01,yorkshire-and-humber,3.22863
1929-02,yorkshire-and-humber,1.86139
1929-03,yorkshire-and-humber,11.19654
1929-04,yorkshire-and-humber,9.47785
1929-05,yorkshire-and-humber,15.24591
1929-06,yorkshire-and-humber,16.86952
1929-07,yorkshire-and-humber,19.97655
1929-08,yorkshire-and-humber,18.58302
1929-09,yorkshire-and-humber,19.14938
1929-10,yorkshire-and-humber,12.13625
1929-11,yorkshire-and-humber,8.81528
1929-12,yorkshire-and-humber,6.87622
1930-01,yorkshire-and-humber,7.28216
1930-02,yorkshire-and-humber,4.12565
1930-03,yorkshire-and-humber,7.68148
1930-04,yorkshire-and-humber,10.24139
1930-05,yorkshire-and-humber,13.57765
1930-06,yorkshire-and-humber,18.80964
1930-07,yorkshire-and-humber,18.13013
1930-08,yorkshire-and-humber,19.20469
1930-09,yorkshire-and-humber,15.83429
1930-10,yorkshire-and-humber,12.77105
1930-11,yorkshire-and-humber,8.35899
1930-12,yorkshire-and-humber,5.68332
1931-01,yorkshire-and-humber,5.21192
1931-02,yorkshire-and-humber,5.32382
1931-03,yorkshire-and-humber,6.54128
1931-04,yorkshire-and-humber,10.31943
1931-05,yorkshire-and-humber,14.57568
1931-06,yorkshire-and-humber,16.8956
1931-07,yorkshire-and-humber,18.51667
1931-08,yorkshire-and-humber,16.96489
1931-09,yorkshire-and-humber,14.56843
1931-10,yorkshire-and-humber,12.2031
1931-11,yorkshire-and-humber,9.37314
1931-12,yorkshire-and-humber,7.08046
1932-01,yorkshire-and-humber,8.2134
1932-02,yorkshire-and-humber,6.16055
1932-03,yorkshire-and-humber,7.5624
1932-04,yorkshire-and-humber,9.59506
1932-05,yorkshire-and-humber,12.54859
1932-06,yorkshire-and-humber,17.241
1932-07,yorkshire-and-humber,19.01986
1932-08,yorkshire-and-humber,19.92355
1932-09,yorkshire-and-humber,16.22348
1932-10,yorkshire-and-humber,11.16044
1932-11,yorkshire-and-humber,8.24917
1932-12,yorkshire-and-humber,7.25133
1933-01,yorkshire-and-humber,4.30496
1933-02,yorkshire-and-humber,6.1189
1933-03,yorkshire-and-humber,10.6329
1933-04,yorkshire-and-humber,12.30916
1933-05,yorkshire-and-humber,14.54044
1933-06,yorkshire-and-humber,19.23293
1933-07,yorkshire-and-humber,21.81154
1933-08,yorkshire-and-humber,21.92666
1933-09,yorkshire-and-humber,18.81859
1933-10,yorkshire-and-humber,12.45612
1933-11,yorkshire-and-humber,7.68895
1933-12,yorkshire-and-humber,3.99812
1934-01,yorkshire-and-humber,6.66476
1934-02,yorkshire-and-humber,7.32556
1934-03,yorkshire-and-humber,7.33238
1934-04,yorkshire-and-humber,10.69427
1934-05,yorkshire-and-humber,14.88676
1934-06,yorkshire-and-humber,18.16967
1934-07,yorkshire-and-humber,22.26043
1934-08,yorkshire-and-humber,19.12212
1934-09,yorkshire-and-humber,18.40035
1934-10,yorkshire-and-humber,12.67279
1934-11,yorkshire-and-humber,8.06112
1934-12,yorkshire-and-humber,8.7211
1935-01,yorkshire-and-humber,6.13879
1935-02,yorkshire-and-humber,7.4486
1935-03,yorkshire-and-humber,9.07486
1935-04,yorkshire-and-humber,10.59021
1935-05,yorkshire-and-humber,12.92819
1935-06,yorkshire-and-humber,18.68379
1935-07,yorkshire-and-humber,21.14064
1935-08,yorkshire-and-humber,21.42005
1935-09,yorkshire-and-humber,16.49227
1935-10,yorkshire-and-humber,11.87586
1935-11,yorkshire-and-humber,8.49991
1935-12,yorkshire-and-humber,4.27555
1936-01,yorkshire-and-humber,4.79124
1936-02,yorkshire-and-humber,4.11533
1936-03,yorkshire-and-humber,8.65382
1936-04,yorkshire-and-humber,9.48628
1936-05,yorkshire-and-humber,14.00489
1936-06,yorkshire-and-humber,17.76
1936-07,yorkshire-and-humber,18.39316
1936-08,yorkshire-and-humber,19.74572
1936-09,yorkshire-and-humber,16.99206
1936-10,yorkshire-and-humber,12.47253
1936-11,yorkshire-and-humber,7.97328
1936-12,yorkshire-and-humber,7.23148
1937-01,yorkshire-and-humber,6.51714
1937-02,yorkshire-and-humber,6.75073
1937-03,yorkshire-and-humber,5.24053
1937-04,yorkshire-and-humber,10.80403
1937-05,yorkshire-and-humber,15.14409
1937-06,yorkshire-and-humber,17.42973
1937-07,yorkshire-and-humber,19.40179
1937-08,yorkshire-and-humber,20.28596
1937-09,yorkshire-and-humber,16.69665
1937-10,yorkshire-and-humber,12.96788
1937-11,yorkshire-and-humber,7.57234
1937-12,yorkshire-and-humber,4.40301
1938-01,yorkshire-and-humber,7.38877
1938-02,yorkshire-and-humber,7.04567
1938-03,yorkshire-and-humber,12.70147
1938-04,yorkshire-and-humber,11.37138
1938-05,yorkshire-and-humber,14.38911
1938-06,yorkshire-and-humber,17.76805
1938-07,yorkshire-and-humber,18.22431
1938-08,yorkshire-and-humber,18.88506
1938-09,yorkshire-and-humber,16.64987
1938-10,yorkshire-and-humber,12.71896
1938-11,yorkshire-and-humber,10.69902
1938-12,yorkshire-and-humber,5.84148
1939-01,yorkshire-and-humber,5.40259
1939-02,yorkshire-and-humber,7.47508
1939-03,yorkshire-and-humber,7.93007
1939-04,yorkshire-and-humber,11.74918
1939-05,yorkshire-and-humber,14.72638
1939-06,yorkshire-and-humber,17.75891
1939-07,yorkshire-and-humber,18.82017
1939-08,yorkshire-and-humber,19.55601
1939-09,yorkshire-and-humber,16.86252
1939-10,yorkshire-and-humber,10.92975
1939-11,yorkshire-and-humber,9.76294
1939-12,yorkshire-and-humber,5.22751
1940-01,yorkshire-and-humber,1.04601
1940-02,yorkshire-and-humber,3.18686
1940-03,yorkshire-and-humber,8.75322
1940-04,yorkshire-and-humber,10.75893
1940-05,yorkshire-and-humber,16.44834
1940-06,yorkshire-and-humber,21.40938
1940-07,yorkshire-and-humber,18.62452
1940-08,yorkshire-and-humber,18.86018
1940-09,yorkshire-and-humber,15.99461
1940-10,yorkshire-and-humber,11.77211
1940-11,yorkshire-and-humber,8.59641
1940-12,yorkshire-and-humber,5.97858
1941-01,yorkshire-and-humber,1.6723
1941-02,yorkshire-and-humber,4.69034
1941-03,yorkshire-and-humber,7.31729
1941-04,yorkshire-and-humber,8.74038
1941-05,yorkshire-and-humber,12.40955
1941-06,yorkshire-and-humber,18.6288
1941-07,yorkshire-and-humber,21.75062
1941-08,yorkshire-and-humber,18.0877
1941-09,yorkshire-and-humber,17.60241
1941-10,yorkshire-and-humber,12.83744
1941-11,yorkshire-and-humber,8.27109
1941-12,yorkshire-and-humber,7.53091
1942-01,yorkshire-and-humber,2.35508
1942-02,yorkshire-and-humber,2.10758
1942-03,yorkshire-and-humber,6.67583
1942-04,yorkshire-and-humber,11.93092
1942-05,yorkshire-and-humber,14.36835
1942-06,yorkshire-and-humber,18.39347
1942-07,yorkshire-and-humber,18.87574
1942-08,yorkshire-and-humber,19.34686
1942-09,yorkshire-and-humber,16.63778
1942-10,yorkshire-and-humber,13.08494
1942-11,yorkshire-and-humber,7.73335
1942-12,yorkshire-and-humber,7.93502
1943-01,yorkshire-and-humber,5.58852
1943-02,yorkshire-and-humber,8.54659
1943-03,yorkshire-and-humber,10.09001
1943-04,yorkshire-and-humber,14.2127
1943-05,yorkshire-and-humber,15.85358
1943-06,yorkshire-and-humber,17.98675
1943-07,yorkshire-and-humber,19.87666
1943-08,yorkshire-and-humber,18.74178
1943-09,yorkshire-and-humber,16.04369
1943-10,yorkshire-and-humber,13.30097
1943-11,yorkshire-and-humber,8.05727
1943-12,yorkshire-and-humber,5.93331
1944-01,yorkshire-and-humber,7.62721
1944-02,yorkshire-and-humber,5.48156
1944-03,yorkshire-and-humber,8.2446
1944-04,yorkshire-and-humber,13.06926
1944-05,yorkshire-and-humber,14.71601
1944-06,yorkshire-and-humber,16.27577
1944-07,yorkshire-and-humber,18.89694
1944-08,yorkshire-and-humber,20.0856
1944-09,yorkshire-and-humber,15.39959
1944-10,yorkshire-and-humber,11.37591
1944-11,yorkshire-and-humber,8.14108
1944-12,yorkshire-and-humber,5.34165
1945-01,yorkshire-and-humber,2.52413
1945-02,yorkshire-and-humber,9.24157
1945-03,yorkshire-and-humber,11.63162
1945-04,yorkshire-and-humber,13.55606
1945-05,yorkshire-and-humber,15.36401
1945-06,yorkshire-and-humber,18.04294
1945-07,yorkshire-and-humber,20.42507
1945-08,yorkshire-and-humber,18.92334
1945-09,yorkshire-and-humber,17.19574
1945-10,yorkshire-and-humber,14.55151
1945-11,yorkshire-and-humber,9.0475
1945-12,yorkshire-and-humber,6.64937
1946-01,yorkshire-and-humber,4.96917
1946-02,yorkshire-and-humber,7.66174
1946-03,yorkshire-and-humber,8.3361
1946-04,yorkshire-and-humber,13.75485
1946-05,yorkshire-and-humber,13.39095
1946-06,yorkshire-and-humber,16.78963
1946-07,yorkshire-and-humber,19.89546
1946-08,yorkshire-and-humber,17.85683
1946-09,yorkshire-and-humber,16.45579
1946-10,yorkshire-and-humber,11.54738
1946-11,yorkshire-and-humber,9.6377
1946-12,yorkshire-and-humber,5.30002
1947-01,yorkshire-and-humber,3.59125
1947-02,yorkshire-and-humber,-0.35175
1947-03,yorkshire-and-humber,4.65471
1947-04,yorkshire-and-humber,11.49187
1947-05,yorkshire-and-humber,16.85113
1947-06,yorkshire-and-humber,18.93433
1947-07,yorkshire-and-humber,19.97538
1947-08,yorkshire-and-humber,22.65799
1947-09,yorkshire-and-humber,18.6131
1947-10,yorkshire-and-humber,14.13578
1947-11,yorkshire-and-humber,9.10318
1947-12,yorkshire-and-humber,6.77828
1948-01,yorkshire-and-humber,6.26891
1948-02,yorkshire-and-humber,6.22408
1948-03,yorkshire-and-humber,11.37425
1948-04,yorkshire-and-humber,12.55944
1948-05,yorkshire-and-humber,14.90029
1948-06,yorkshire-and-humber,16.17059
1948-07,yorkshire-and-humber,18.79389
1948-08,yorkshire-and-humber,17.64596
1948-09,yorkshire-and-humber,16.31641
1948-10,yorkshire-and-humber,12.97538
1948-11,yorkshire-and-humber,8.91771
1948-12,yorkshire-and-humber,7.21328
1949-01,yorkshire-and-humber,7.17514
1949-02,yorkshire-and-humber,8.25507
1949-03,yorkshire-and-humber,7.00282
1949-04,yorkshire-and-humber,13.42755
1949-05,yorkshire-and-humber,14.94707
1949-06,yorkshire-and-humber,19.00996
1949-07,yorkshire-and-humber,20.54432
1949-08,yorkshire-and-humber,20.40716
1949-09,yorkshire-and-humber,19.2536
1949-10,yorkshire-and-humber,14.01785
1949-11,yorkshire-and-humber,8.27011
1949-12,yorkshire-and-humber,7.38965
1950-01,yorkshire-and-humber,5.87678
1950-02,yorkshire-and-humber,7.2111
1950-03,yorkshire-and-humber,10.60747
1950-04,yorkshire-and-humber,10.43749
1950-05,yorkshire-and-humber,13.22937
1950-06,yorkshire-and-humber,20.20743
1950-07,yorkshire-and-humber,19.52022
1950-08,yorkshire-and-humber,19.19016
1950-09,yorkshire-and-humber,15.53375
1950-10,yorkshire-and-humber,12.14824
1950-11,yorkshire-and-humber,7.42754
1950-12,yorkshire-and-humber,2.59077
1951-01,yorkshire-and-humber,4.81697
1951-02,yorkshire-and-humber,5.23723
1951-03,yorkshire-and-humber,5.91143
1951-04,yorkshire-and-humber,9.85283
1951-05,yorkshire-and-humber,12.28493
1951-06,yorkshire-and-humber,16.94155
1951-07,yorkshire-and-humber,19.71075
1951-08,yorkshire-and-humber,17.8975
1951-09,yorkshire-and-humber,17.07937
1951-10,yorkshire-and-humber,12.77212
1951-11,yorkshire-and-humber,10.04974
1951-12,yorkshire-and-humber,7.2233
1952-01,yorkshire-and-humber,4.1469
1952-02,yorkshire-and-humber,5.85303
1952-03,yorkshire-and-humber,8.3427
1952-04,yorkshire-and-humber,13.004
1952-05,yorkshire-and-humber,16.8422
1952-06,yorkshire-and-humber,17.83458
1952-07,yorkshire-and-humber,19.51182
1952-08,yorkshire-and-humber,19.20854
1952-09,yorkshire-and-humber,13.58058
1952-10,yorkshire-and-humber,11.20704
1952-11,yorkshire-and-humber,6.08581
1952-12,yorkshire-and-humber,4.71245
1953-01,yorkshire-and-humber,5.61398
1953-02,yorkshire-and-humber,6.72798
1953-03,yorkshire-and-humber,9.98561
1953-04,yorkshire-and-humber,10.17575
1953-05,yorkshire-and-humber,16.36965
1953-06,yorkshire-and-humber,16.64472
1953-07,yorkshire-and-humber,18.77081
1953-08,yorkshire-and-humber,19.77626
1953-09,yorkshire-and-humber,17.19012
1953-10,yorkshire-and-humber,12.51619
1953-11,yorkshire-and-humber,9.988
1953-12,yorkshire-and-humber,8.0135
1954-01,yorkshire-and-humber,4.64241
1954-02,yorkshire-and-humber,3.78086
1954-03,yorkshire-and-humber,7.56165
1954-04,yorkshire-and-humber,10.98523
1954-05,yorkshire-and-humber,14.40373
1954-06,yorkshire-and-humber,15.8859
1954-07,yorkshire-and-humber,17.06594
1954-08,yorkshire-and-humber,16.99632
1954-09,yorkshire-and-humber,15.84788
1954-10,yorkshire-and-humber,14.07077
1954-11,yorkshire-and-humber,8.78463
1954-12,yorkshire-and-humber,8.03843
1955-01,yorkshire-and-humber,4.03426
1955-02,yorkshire-and-humber,2.94432
1955-03,yorkshire-and-humber,6.06169
1955-04,yorkshire-and-humber,12.78903
1955-05,yorkshire-and-humber,12.33143
1955-06,yorkshire-and-humber,16.28485
1955-07,yorkshire-and-humber,21.60264
1955-08,yorkshire-and-humber,21.21422
1955-09,yorkshire-and-humber,17.74903
1955-10,yorkshire-and-humber,12.50549
1955-11,yorkshire-and-humber,9.09769
1955-12,yorkshire-and-humber,7.25806
1956-01,yorkshire-and-humber,4.79354
1956-02,yorkshire-and-humber,2.41782
1956-03,yorkshire-and-humber,8.29291
1956-04,yorkshire-and-humber,9.69978
1956-05,yorkshire-and-humber,16.04903
1956-06,yorkshire-and-humber,15.84097
1956-07,yorkshire-and-humber,18.09365
1956-08,yorkshire-and-humber,15.83557
1956-09,yorkshire-and-humber,16.90013
1956-10,yorkshire-and-humber,12.22204
1956-11,yorkshire-and-humber,8.26007
1956-12,yorkshire-and-humber,7.03489
1957-01,yorkshire-and-humber,7.577
1957-02,yorkshire-and-humber,7.02825
1957-03,yorkshire-and-humber,11.21796
1957-04,yorkshire-and-humber,11.74045
1957-05,yorkshire-and-humber,13.92587
1957-06,yorkshire-and-humber,19.28575
1957-07,yorkshire-and-humber,18.80454
1957-08,yorkshire-and-humber,17.74643
1957-09,yorkshire-and-humber,14.63257
1957-10,yorkshire-and-humber,13.21389
1957-11,yorkshire-and-humber,8.30424
1957-12,yorkshire-and-humber,6.40923
1958-01,yorkshire-and-humber,4.86264
1958-02,yorkshire-and-humber,6.1566
1958-03,yorkshire-and-humber,5.25739
1958-04,yorkshire-and-humber,10.61999
1958-05,yorkshire-and-humber,14.29229
1958-06,yorkshire-and-humber,16.29343
1958-07,yorkshire-and-humber,18.73647
1958-08,yorkshire-and-humber,19.16277
1958-09,yorkshire-and-humber,17.67662
1958-10,yorkshire-and-humber,13.26138
1958-11,yorkshire-and-humber,8.22349
1958-12,yorkshire-and-humber,6.12255
1959-01,yorkshire-and-humber,3.42334
1959-02,yorkshire-and-humber,6.69382
1959-03,yorkshire-and-humber,9.41709
1959-04,yorkshire-and-humber,12.59385
1959-05,yorkshire-and-humber,16.25215
1959-06,yorkshire-and-humber,18.86959
1959-07,yorkshire-and-humber,21.1328
1959-08,yorkshire-and-humber,21.38678
1959-09,yorkshire-and-humber,18.9184
1959-10,yorkshire-and-humber,15.66826
1959-11,yorkshire-and-humber,8.82685
1959-12,yorkshire-and-humber,7.34408
1960-01,yorkshire-and-humber,5.58571
1960-02,yorkshire-and-humber,5.84782
1960-03,yorkshire-and-humber,7.147
1960-04,yorkshire-and-humber,12.46555
1960-05,yorkshire-and-humber,16.21405
1960-06,yorkshire-and-humber,20.1753
1960-07,yorkshire-and-humber,18.26251
1960-08,yorkshire-and-humber,18.19853
1960-09,yorkshire-and-humber,16.04572
1960-10,yorkshire-and-humber,11.99541
1960-11,yorkshire-and-humber,8.68034
1960-12,yorkshire-and-humber,5.64866
1961-01,yorkshire-and-humber,4.85747
1961-02,yorkshire-and-humber,8.4668
1961-03,yorkshire-and-humber,11.76294
1961-04,yorkshire-and-humber,12.09551
1961-05,yorkshire-and-humber,13.78325
1961-06,yorkshire-and-humber,18.32358
1961-07,yorkshire-and-humber,17.60254
1961-08,yorkshire-and-humber,18.51411
1961-09,yorkshire-and-humber,18.33844
1961-10,yorkshire-and-humber,13.28454
1961-11,yorkshire-and-humber,8.18784
1961-12,yorkshire-and-humber,3.97716
1962-01,yorkshire-and-humber,6.37553
1962-02,yorkshire-and-humber,6.65357
1962-03,yorkshire-and-humber,5.37642
1962-04,yorkshire-and-humber,10.32651
1962-05,yorkshire-and-humber,13.07121
1962-06,yorkshire-and-humber,17.5064
1962-07,yorkshire-and-humber,17.17405
1962-08,yorkshire-and-humber,17.20556
1962-09,yorkshire-and-humber,15.26083
1962-10,yorkshire-and-humber,13.146
1962-11,yorkshire-and-humber,7.32222
1962-12,yorkshire-and-humber,4.23314
1963-01,yorkshire-and-humber,1.05049
1963-02,yorkshire-and-humber,1.02912
1963-03,yorkshire-and-humber,7.97815
1963-04,yorkshire-and-humber,10.59737
1963-05,yorkshire-and-humber,13.72948
1963-06,yorkshire-and-humber,17.62454
1963-07,yorkshire-and-humber,18.47939
1963-08,yorkshire-and-humber,16.78329
1963-09,yorkshire-and-humber,16.35065
1963-10,yorkshire-and-humber,13.16279
1963-11,yorkshire-and-humber,9.33575
1963-12,yorkshire-and-humber,4.82312
1964-01,yorkshire-and-humber,5.26504
1964-02,yorkshire-and-humber,6.19925
1964-03,yorkshire-and-humber,4.90935
1964-04,yorkshire-and-humber,11.78308
1964-05,yorkshire-and-humber,16.79887
1964-06,yorkshire-and-humber,16.45648
1964-07,yorkshire-and-humber,19.02356
1964-08,yorkshire-and-humber,18.96703
1964-09,yorkshire-and-humber,17.63077
1964-10,yorkshire-and-humber,11.82055
1964-11,yorkshire-and-humber,9.40807
1964-12,yorkshire-and-humber,5.50661
1965-01,yorkshire-and-humber,5.15183
1965-02,yorkshire-and-humber,5.33138
1965-03,yorkshire-and-humber,7.87145
1965-04,yorkshire-and-humber,11.35526
1965-05,yorkshire-and-humber,14.60954
1965-06,yorkshire-and-humber,17.9658
1965-07,yorkshire-and-humber,16.3874
1965-08,yorkshire-and-humber,17.96765
1965-09,yorkshire-and-humber,15.11836
1965-10,yorkshire-and-humber,13.57393
1965-11,yorkshire-and-humber,6.01171
1965-12,yorkshire-and-humber,5.59182
1966-01,yorkshire-and-humber,3.87139
1966-02,yorkshire-and-humber,6.17019
1966-03,yorkshire-and-humber,9.19693
1966-04,yorkshire-and-humber,8.2224
1966-05,yorkshire-and-humber,14.75692
1966-06,yorkshire-and-humber,18.38025
1966-07,yorkshire-and-humber,17.82211
1966-08,yorkshire-and-humber,17.56508
1966-09,yorkshire-and-humber,16.67496
1966-10,yorkshire-and-humber,12.17566
1966-11,yorkshire-and-humber,7.55882
1966-12,yorkshire-and-humber,6.61465
1967-01,yorkshire-and-humber,5.7949
1967-02,yorkshire-and-humber,7.2992
1967-03,yorkshire-and-humber,9.35986
1967-04,yorkshire-and-humber,10.59589
1967-05,yorkshire-and-humber,12.61828
1967-06,yorkshire-and-humber,17.85687
1967-07,yorkshire-and-humber,20.16278
1967-08,yorkshire-and-humber,18.74276
1967-09,yorkshire-and-humber,16.10028
1967-10,yorkshire-and-humber,12.71703
1967-11,yorkshire-and-humber,7.49914
1967-12,yorkshire-and-humber,6.05175
1968-01,yorkshire-and-humber,6.03235
1968-02,yorkshire-and-humber,3.74708
1968-03,yorkshire-and-humber,9.20745
1968-04,yorkshire-and-humber,11.94207
1968-05,yorkshire-and-humber,12.50801
1968-06,yorkshire-and-humber,18.31065
1968-07,yorkshire-and-humber,17.09156
1968-08,yorkshire-and-humber,18.11779
1968-09,yorkshire-and-humber,16.34603
