Month,Geography,Value
2009-04,west-scotland,12.22206
2009-05,west-scotland,13.97698
2009-06,west-scotland,17.86646
2009-07,west-scotland,18.17522
2009-08,west-scotland,17.04049
2009-09,west-scotland,15.25594
2009-10,west-scotland,12.69767
2009-11,west-scotland,8.81344
2009-12,west-scotland,4.24742
2010-01,west-scotland,3.51372
2010-02,west-scotland,4.41985
2010-03,west-scotland,8.06442
2010-04,west-scotland,11.4575
2010-05,west-scotland,13.74258
2010-06,west-scotland,18.19414
2010-07,west-scotland,17.09873
2010-08,west-scotland,17.01298
2010-09,west-scotland,15.61296
2010-10,west-scotland,12.06961
2010-11,west-scotland,6.43796
2010-12,west-scotland,2.35067
2011-01,west-scotland,5.20283
2011-02,west-scotland,7.16668
2011-03,west-scotland,8.49003
2011-04,west-scotland,14.09691
2011-05,west-scotland,13.35073
2011-06,west-scotland,15.18422
2011-07,west-scotland,18.00611
2011-08,west-scotland,16.23098
2011-09,west-scotland,15.39493
2011-10,west-scotland,12.61341
2011-11,west-scotland,10.96045
2011-12,west-scotland,6.90818
2012-01,west-scotland,6.46828
2012-02,west-scotland,7.02875
2012-03,west-scotland,11.11816
2012-04,west-scotland,9.88102
2012-05,west-scotland,14.49623
2012-06,west-scotland,15.05894
2012-07,west-scotland,16.43426
2012-08,west-scotland,17.94031
2012-09,west-scotland,13.98956
2012-10,west-scotland,10.44784
2012-11,west-scotland,7.9439
2012-12,west-scotland,6.02404
2013-01,west-scotland,5.4674
2013-02,west-scotland,5.85104
2013-03,west-scotland,4.84625
2013-04,west-scotland,9.2879
2013-05,west-scotland,12.9312
2013-06,west-scotland,16.46386
2013-07,west-scotland,20.4815
2013-08,west-scotland,17.65485
2013-09,west-scotland,14.96954
2013-10,west-scotland,12.80856
2013-11,west-scotland,7.89803
2013-12,west-scotland,8.30932
2014-01,west-scotland,6.41247
2014-02,west-scotland,6.67698
2014-03,west-scotland,8.89209
2014-04,west-scotland,12.23608
2014-05,west-scotland,14.13075
2014-06,west-scotland,17.47434
2014-07,west-scotland,19.55213
2014-08,west-scotland,16.48931
2014-09,west-scotland,16.90859
2014-10,west-scotland,12.86521
2014-11,west-scotland,9.74851
2014-12,west-scotland,6.81071
2015-01,west-scotland,5.81691
2015-02,west-scotland,6.19562
2015-03,west-scotland,8.0866
2015-04,west-scotland,11.3971
2015-05,west-scotland,11.7617
2015-06,west-scotland,15.33016
2015-07,west-scotland,16.42493
2015-08,west-scotland,17.06105
2015-09,west-scotland,15.26672
2015-10,west-scotland,12.87123
2015-11,west-scotland,9.70878
2015-12,west-scotland,9.19
2016-01,west-scotland,6.21893
2016-02,west-scotland,6.115
2016-03,west-scotland,8.56133
2016-04,west-scotland,9.73848
2016-05,west-scotland,15.30268
2016-06,west-scotland,17.54465
2016-07,west-scotland,17.00216
2016-08,west-scotland,17.65115
2016-09,west-scotland,16.26367
2016-10,west-scotland,12.55237
2016-11,west-scotland,7.19498
2016-12,west-scotland,8.89109
2017-01,west-scotland,6.7304
2017-02,west-scotland,7.14235
2017-03,west-scotland,9.65334
2017-04,west-scotland,10.83939
2017-05,west-scotland,16.17236
2017-06,west-scotland,16.15614
2017-07,west-scotland,17.25765
2017-08,west-scotland,16.67495
2017-09,west-scotland,14.69948
2017-10,west-scotland,12.94765
2017-11,west-scotland,7.72004
2017-12,west-scotland,6.35234
2018-01,west-scotland,5.41505
2018-02,west-scotland,5.1626
2018-03,west-scotland,5.96782
2018-04,west-scotland,10.4383
2018-05,west-scotland,16.03586
2018-06,west-scotland,19.00887
2018-07,west-scotland,19.81377
2018-08,west-scotland,16.67969
2018-09,west-scotland,14.15668
2018-10,west-scotland,11.81932
2018-11,west-scotland,9.32181
2018-12,west-scotland,7.57436
2019-01,west-scotland,5.8796
2019-02,west-scotland,8.88084
2019-03,west-scotland,8.6015
2019-04,west-scotland,12.32903
2019-05,west-scotland,13.52104
2019-06,west-scotland,16.47153
2019-07,west-scotland,18.75623
2019-08,west-scotland,18.0757
2019-09,west-scotland,15.52173
2019-10,west-scotland,11.01022
2019-11,west-scotland,7.01888
2019-12,west-scotland,7.34477
2020-01,west-scotland,7.61323
2020-02,west-scotland,6.59757
2020-03,west-scotland,8.17779
2020-04,west-scotland,12.81454
2020-05,west-scotland,15.05541
2020-06,west-scotland,17.49655
2020-07,west-scotland,16.24432
2020-08,west-scotland,18.04695
2020-09,west-scotland,15.22191
2020-10,west-scotland,11.70734
2020-11,west-scotland,9.7902
2020-12,west-scotland,6.24769
2021-01,west-scotland,4.05969
2021-02,west-scotland,5.77818
2021-03,west-scotland,8.78926
2021-04,west-scotland,10.47329
2021-05,west-scotland,12.69481
2021-06,west-scotland,17.29224
2021-07,west-scotland,20.41406
2021-08,west-scotland,18.12389
1884-01,northern-ireland,8.233
1884-02,northern-ireland,7.71974
1884-03,northern-ireland,8.75246
1884-04,northern-ireland,10.78292
1884-05,northern-ireland,14.06828
1884-06,northern-ireland,16.78779
1884-07,northern-ireland,18.01392
1884-08,northern-ireland,18.28767
1884-09,northern-ireland,16.54181
1884-10,northern-ireland,12.14851
1884-11,northern-ireland,8.38854
1884-12,northern-ireland,6.65197
1885-01,northern-ireland,6.4624
1885-02,northern-ireland,8.36418
1885-03,northern-ireland,8.00391
1885-04,northern-ireland,10.75275
1885-05,northern-ireland,11.90626
1885-06,northern-ireland,16.39369
1885-07,northern-ireland,19.0193
1885-08,northern-ireland,17.16704
1885-09,northern-ireland,14.70539
1885-10,northern-ireland,9.83173
1885-11,northern-ireland,8.87334
1885-12,northern-ireland,7.19134
1886-01,northern-ireland,4.98491
1886-02,northern-ireland,5.78199
1886-03,northern-ireland,7.19212
1886-04,northern-ireland,10.783
1886-05,northern-ireland,12.89327
1886-06,northern-ireland,16.07107
1886-07,northern-ireland,17.78417
1886-08,northern-ireland,17.92801
1886-09,northern-ireland,15.6702
1886-10,northern-ireland,12.87143
1886-11,northern-ireland,9.57646
1886-12,northern-ireland,4.90228
1887-01,northern-ireland,6.66168
1887-02,northern-ireland,8.39445
1887-03,northern-ireland,8.48077
1887-04,northern-ireland,10.9953
1887-05,northern-ireland,14.52083
1887-06,northern-ireland,21.3683
1887-07,northern-ireland,19.69076
1887-08,northern-ireland,17.33663
1887-09,northern-ireland,14.81691
1887-10,northern-ireland,10.38857
1887-11,northern-ireland,7.33756
1887-12,northern-ireland,6.11593
1888-01,northern-ireland,7.56839
1888-02,northern-ireland,5.52877
1888-03,northern-ireland,6.27206
1888-04,northern-ireland,9.82776
1888-05,northern-ireland,14.39514
1888-06,northern-ireland,16.65143
1888-07,northern-ireland,16.13579
1888-08,northern-ireland,16.92607
1888-09,northern-ireland,15.13461
1888-10,northern-ireland,12.09789
1888-11,northern-ireland,9.78966
1888-12,northern-ireland,8.00414
1889-01,northern-ireland,7.334
1889-02,northern-ireland,6.70792
1889-03,northern-ireland,8.63664
1889-04,northern-ireland,9.56254
1889-05,northern-ireland,15.11652
1889-06,northern-ireland,18.59746
1889-07,northern-ireland,17.71026
1889-08,northern-ireland,16.32703
1889-09,northern-ireland,15.37713
1889-10,northern-ireland,11.39207
1889-11,northern-ireland,9.81192
1889-12,northern-ireland,8.08481
1890-01,northern-ireland,8.63432
1890-02,northern-ireland,6.65754
1890-03,northern-ireland,9.57503
1890-04,northern-ireland,11.40237
1890-05,northern-ireland,15.09287
1890-06,northern-ireland,16.60174
1890-07,northern-ireland,17.23525
1890-08,northern-ireland,16.72197
1890-09,northern-ireland,17.24282
1890-10,northern-ireland,13.25267
1890-11,northern-ireland,9.40983
1890-12,northern-ireland,5.22178
1891-01,northern-ireland,5.80153
1891-02,northern-ireland,9.81191
1891-03,northern-ireland,7.90707
1891-04,northern-ireland,9.59159
1891-05,northern-ireland,12.87926
1891-06,northern-ireland,18.67381
1891-07,northern-ireland,17.51002
1891-08,northern-ireland,16.5502
1891-09,northern-ireland,16.64694
1891-10,northern-ireland,11.97286
1891-11,northern-ireland,7.85019
1891-12,northern-ireland,8.12008
1892-01,northern-ireland,5.45351
1892-02,northern-ireland,6.71938
1892-03,northern-ireland,6.50242
1892-04,northern-ireland,11.83907
1892-05,northern-ireland,14.1442
1892-06,northern-ireland,16.02148
1892-07,northern-ireland,15.95105
1892-08,northern-ireland,16.71631
1892-09,northern-ireland,14.12269
1892-10,northern-ireland,9.98762
1892-11,northern-ireland,9.67118
1892-12,northern-ireland,6.10843
1893-01,northern-ireland,5.7968
1893-02,northern-ireland,7.07106
1893-03,northern-ireland,10.82056
1893-04,northern-ireland,13.82352
1893-05,northern-ireland,15.71024
1893-06,northern-ireland,19.23248
1893-07,northern-ireland,18.81844
1893-08,northern-ireland,19.27402
1893-09,northern-ireland,15.6787
1893-10,northern-ireland,12.15415
1893-11,northern-ireland,8.04648
1893-12,northern-ireland,7.70543
1894-01,northern-ireland,5.81542
1894-02,northern-ireland,8.48388
1894-03,northern-ireland,10.52439
1894-04,northern-ireland,12.28254
1894-05,northern-ireland,12.16477
1894-06,northern-ireland,16.22885
1894-07,northern-ireland,18.00195
1894-08,northern-ireland,16.13375
1894-09,northern-ireland,15.24149
1894-10,northern-ireland,12.15898
1894-11,northern-ireland,9.82331
1894-12,northern-ireland,7.99766
1895-01,northern-ireland,3.17559
1895-02,northern-ireland,2.87867
1895-03,northern-ireland,8.15875
1895-04,northern-ireland,11.16889
1895-05,northern-ireland,15.95774
1895-06,northern-ireland,18.86807
1895-07,northern-ireland,17.16538
1895-08,northern-ireland,17.43241
1895-09,northern-ireland,18.23741
1895-10,northern-ireland,9.93433
1895-11,northern-ireland,8.94812
1895-12,northern-ireland,6.06082
1896-01,northern-ireland,7.85303
1896-02,northern-ireland,8.65297
1896-03,northern-ireland,9.14103
1896-04,northern-ireland,12.36183
1896-05,northern-ireland,16.83607
1896-06,northern-ireland,18.84691
1896-07,northern-ireland,17.3362
1896-08,northern-ireland,16.81222
1896-09,northern-ireland,14.89788
1896-10,northern-ireland,9.32694
1896-11,northern-ireland,8.16994
1896-12,northern-ireland,6.28802
1897-01,northern-ireland,4.77462
1897-02,northern-ireland,8.26054
1897-03,northern-ireland,8.43299
1897-04,northern-ireland,9.58464
1897-05,northern-ireland,13.52433
1897-06,northern-ireland,16.37196
1897-07,northern-ireland,19.31056
1897-08,northern-ireland,17.93735
1897-09,northern-ireland,14.87958
1897-10,northern-ireland,12.90445
1897-11,northern-ireland,10.23237
1897-12,northern-ireland,7.92343
1898-01,northern-ireland,9.08092
1898-02,northern-ireland,7.26131
1898-03,northern-ireland,8.24605
1898-04,northern-ireland,12.01816
1898-05,northern-ireland,13.23169
1898-06,northern-ireland,16.66559
1898-07,northern-ireland,18.25062
1898-08,northern-ireland,18.2061
1898-09,northern-ireland,17.77659
1898-10,northern-ireland,12.95172
1898-11,northern-ireland,9.40583
1898-12,northern-ireland,9.60267
1899-01,northern-ireland,6.62334
1899-02,northern-ireland,7.747
1899-03,northern-ireland,9.57538
1899-04,northern-ireland,10.2212
1899-05,northern-ireland,13.46116
1899-06,northern-ireland,19.01092
1899-07,northern-ireland,18.29937
1899-08,northern-ireland,20.94101
1899-09,northern-ireland,15.30966
1899-10,northern-ireland,12.95058
1899-11,northern-ireland,10.92373
1899-12,northern-ireland,6.26758
1900-01,northern-ireland,6.96188
1900-02,northern-ireland,4.86085
1900-03,northern-ireland,6.69835
1900-04,northern-ireland,11.66005
1900-05,northern-ireland,13.41422
1900-06,northern-ireland,17.67807
1900-07,northern-ireland,18.65651
1900-08,northern-ireland,17.28981
1900-09,northern-ireland,16.39655
1900-10,northern-ireland,11.64577
1900-11,northern-ireland,8.70021
1900-12,northern-ireland,8.9623
1901-01,northern-ireland,6.69198
1901-02,northern-ireland,5.92492
1901-03,northern-ireland,6.9582
1901-04,northern-ireland,11.20343
1901-05,northern-ireland,16.16306
1901-06,northern-ireland,15.77745
1901-07,northern-ireland,19.08332
1901-08,northern-ireland,17.37321
1901-09,northern-ireland,15.48281
1901-10,northern-ireland,11.50894
1901-11,northern-ireland,8.60986
1901-12,northern-ireland,5.73114
1902-01,northern-ireland,6.44153
1902-02,northern-ireland,4.62296
1902-03,northern-ireland,9.08381
1902-04,northern-ireland,10.85618
1902-05,northern-ireland,11.42158
1902-06,northern-ireland,15.56198
1902-07,northern-ireland,16.3933
1902-08,northern-ireland,16.347
1902-09,northern-ireland,15.73519
1902-10,northern-ireland,11.90892
1902-11,northern-ireland,9.48891
1902-12,northern-ireland,7.11656
1903-01,northern-ireland,6.10181
1903-02,northern-ireland,9.17069
1903-03,northern-ireland,8.46162
1903-04,northern-ireland,9.29842
1903-05,northern-ireland,13.62052
1903-06,northern-ireland,15.8765
1903-07,northern-ireland,17.13824
1903-08,northern-ireland,16.0398
1903-09,northern-ireland,15.06409
1903-10,northern-ireland,11.62781
1903-11,northern-ireland,8.87264
1903-12,northern-ireland,5.63428
1904-01,northern-ireland,6.6193
1904-02,northern-ireland,5.35604
1904-03,northern-ireland,7.3201
1904-04,northern-ireland,10.56316
1904-05,northern-ireland,13.25396
1904-06,northern-ireland,16.6191
1904-07,northern-ireland,17.89668
1904-08,northern-ireland,16.65777
1904-09,northern-ireland,15.1555
1904-10,northern-ireland,12.2198
1904-11,northern-ireland,8.52967
1904-12,northern-ireland,6.9401
1905-01,northern-ireland,7.19449
1905-02,northern-ireland,7.46386
1905-03,northern-ireland,8.82226
1905-04,northern-ireland,9.56392
1905-05,northern-ireland,14.71239
1905-06,northern-ireland,18.349
1905-07,northern-ireland,19.00486
1905-08,northern-ireland,16.32384
1905-09,northern-ireland,14.55163
1905-10,northern-ireland,10.31515
1905-11,northern-ireland,7.58672
1905-12,northern-ireland,8.40301
1906-01,northern-ireland,7.27082
1906-02,northern-ireland,5.91353
1906-03,northern-ireland,8.18031
1906-04,northern-ireland,10.67434
1906-05,northern-ireland,12.12936
1906-06,northern-ireland,17.11788
1906-07,northern-ireland,17.42765
1906-08,northern-ireland,18.3639
1906-09,northern-ireland,16.88667
1906-10,northern-ireland,12.26665
1906-11,northern-ireland,9.53185
1906-12,northern-ireland,6.3098
1907-01,northern-ireland,6.77158
1907-02,northern-ireland,6.40037
1907-03,northern-ireland,9.98905
1907-04,northern-ireland,9.95633
1907-05,northern-ireland,12.35357
1907-06,northern-ireland,14.08012
1907-07,northern-ireland,17.23626
1907-08,northern-ireland,16.46241
1907-09,northern-ireland,16.24924
1907-10,northern-ireland,11.49514
1907-11,northern-ireland,8.61976
1907-12,northern-ireland,6.96406
1908-01,northern-ireland,6.57055
1908-02,northern-ireland,8.25059
1908-03,northern-ireland,7.57183
1908-04,northern-ireland,9.04463
1908-05,northern-ireland,15.16208
1908-06,northern-ireland,16.41413
1908-07,northern-ireland,17.50253
1908-08,northern-ireland,16.63214
1908-09,northern-ireland,14.65515
1908-10,northern-ireland,14.07265
1908-11,northern-ireland,10.86271
1908-12,northern-ireland,7.80192
1909-01,northern-ireland,6.89407
1909-02,northern-ireland,7.40252
1909-03,northern-ireland,6.33785
1909-04,northern-ireland,11.4061
1909-05,northern-ireland,14.05128
1909-06,northern-ireland,14.81205
1909-07,northern-ireland,16.3173
1909-08,northern-ireland,18.02073
1909-09,northern-ireland,14.76283
1909-10,northern-ireland,11.95342
1909-11,northern-ireland,8.36252
1909-12,northern-ireland,5.88258
1910-01,northern-ireland,6.22932
1910-02,northern-ireland,7.66236
1910-03,northern-ireland,8.67763
1910-04,northern-ireland,9.86951
1910-05,northern-ireland,13.59413
1910-06,northern-ireland,16.31564
1910-07,northern-ireland,16.75417
1910-08,northern-ireland,17.01535
1910-09,northern-ireland,15.05872
1910-10,northern-ireland,12.99009
1910-11,northern-ireland,7.2698
1910-12,northern-ireland,7.97581
1911-01,northern-ireland,7.05351
1911-02,northern-ireland,7.98941
1911-03,northern-ireland,7.92828
1911-04,northern-ireland,10.72712
1911-05,northern-ireland,15.23721
1911-06,northern-ireland,16.446
1911-07,northern-ireland,19.16585
1911-08,northern-ireland,19.48025
1911-09,northern-ireland,16.23094
1911-10,northern-ireland,11.91038
1911-11,northern-ireland,8.16541
1911-12,northern-ireland,7.62613
1912-01,northern-ireland,6.35633
1912-02,northern-ireland,7.3724
1912-03,northern-ireland,9.32711
1912-04,northern-ireland,12.07091
1912-05,northern-ireland,14.3934
1912-06,northern-ireland,15.56188
1912-07,northern-ireland,16.17894
1912-08,northern-ireland,14.45052
1912-09,northern-ireland,13.83981
1912-10,northern-ireland,11.38557
1912-11,northern-ireland,8.82556
1912-12,northern-ireland,8.92098
1913-01,northern-ireland,6.9865
1913-02,northern-ireland,7.74371
1913-03,northern-ireland,7.91703
1913-04,northern-ireland,10.34931
1913-05,northern-ireland,13.03179
1913-06,northern-ireland,15.31771
1913-07,northern-ireland,16.11321
1913-08,northern-ireland,17.73938
1913-09,northern-ireland,15.6753
1913-10,northern-ireland,13.0128
1913-11,northern-ireland,10.47097
1913-12,northern-ireland,7.00328
1914-01,northern-ireland,6.56139
1914-02,northern-ireland,9.02299
1914-03,northern-ireland,8.32839
1914-04,northern-ireland,12.86946
1914-05,northern-ireland,13.89218
1914-06,northern-ireland,17.5279
1914-07,northern-ireland,17.6635
1914-08,northern-ireland,18.70973
1914-09,northern-ireland,15.82584
1914-10,northern-ireland,13.13427
1914-11,northern-ireland,9.36656
1914-12,northern-ireland,5.69619
1915-01,northern-ireland,5.81019
1915-02,northern-ireland,6.38415
1915-03,northern-ireland,8.68758
1915-04,northern-ireland,11.3855
1915-05,northern-ireland,13.11178
1915-06,northern-ireland,17.10462
1915-07,northern-ireland,16.95378
1915-08,northern-ireland,17.31487
1915-09,northern-ireland,15.83118
1915-10,northern-ireland,12.07243
1915-11,northern-ireland,6.9934
1915-12,northern-ireland,6.63385
1916-01,northern-ireland,9.5897
1916-02,northern-ireland,6.29033
1916-03,northern-ireland,5.81244
1916-04,northern-ireland,10.96467
1916-05,northern-ireland,12.84458
1916-06,northern-ireland,14.3797
1916-07,northern-ireland,17.4241
1916-08,northern-ireland,19.25986
1916-09,northern-ireland,15.63585
1916-10,northern-ireland,12.71822
1916-11,northern-ireland,9.24329
1916-12,northern-ireland,5.21355
1917-01,northern-ireland,4.21246
1917-02,northern-ireland,6.15092
1917-03,northern-ireland,6.93774
1917-04,northern-ireland,8.55754
1917-05,northern-ireland,14.23654
1917-06,northern-ireland,16.54511
1917-07,northern-ireland,18.69263
1917-08,northern-ireland,17.93841
1917-09,northern-ireland,16.09548
1917-10,northern-ireland,10.11204
1917-11,northern-ireland,10.30077
1917-12,northern-ireland,5.92108
1918-01,northern-ireland,6.2015
1918-02,northern-ireland,8.70874
1918-03,northern-ireland,9.57809
1918-04,northern-ireland,10.07266
1918-05,northern-ireland,14.97618
1918-06,northern-ireland,16.68838
1918-07,northern-ireland,17.57144
1918-08,northern-ireland,17.88667
1918-09,northern-ireland,12.9201
1918-10,northern-ireland,11.27462
1918-11,northern-ireland,9.36943
1918-12,northern-ireland,8.88305
1919-01,northern-ireland,5.60162
1919-02,northern-ireland,5.53441
1919-03,northern-ireland,6.728
1919-04,northern-ireland,11.4173
1919-05,northern-ireland,16.03208
1919-06,northern-ireland,16.15498
1919-07,northern-ireland,17.13702
1919-08,northern-ireland,18.62997
1919-09,northern-ireland,15.55178
1919-10,northern-ireland,11.60983
1919-11,northern-ireland,6.52449
1919-12,northern-ireland,7.46633
1920-01,northern-ireland,7.55793
1920-02,northern-ireland,8.84353
1920-03,northern-ireland,9.04792
1920-04,northern-ireland,9.69224
1920-05,northern-ireland,13.93979
1920-06,northern-ireland,16.55343
1920-07,northern-ireland,16.30801
1920-08,northern-ireland,16.23371
1920-09,northern-ireland,15.69224
1920-10,northern-ireland,13.38139
1920-11,northern-ireland,10.66719
1920-12,northern-ireland,6.80919
1921-01,northern-ireland,9.2784
1921-02,northern-ireland,8.13777
1921-03,northern-ireland,9.29674
1921-04,northern-ireland,11.85631
1921-05,northern-ireland,14.1155
1921-06,northern-ireland,18.15922
1921-07,northern-ireland,20.65879
1921-08,northern-ireland,16.49294
1921-09,northern-ireland,16.28138
1921-10,northern-ireland,14.5621
1921-11,northern-ireland,9.46304
1921-12,northern-ireland,9.5294
1922-01,northern-ireland,7.02847
1922-02,northern-ireland,8.17902
1922-03,northern-ireland,8.35532
1922-04,northern-ireland,8.72607
1922-05,northern-ireland,15.51994
1922-06,northern-ireland,15.84952
1922-07,northern-ireland,15.41032
1922-08,northern-ireland,15.11719
1922-09,northern-ireland,13.99797
1922-10,northern-ireland,11.35188
1922-11,northern-ireland,9.23545
1922-12,northern-ireland,7.46379
1923-01,northern-ireland,8.4224
1923-02,northern-ireland,8.28136
1923-03,northern-ireland,9.42713
1923-04,northern-ireland,9.48424
1923-05,northern-ireland,12.02472
1923-06,northern-ireland,15.25066
1923-07,northern-ireland,18.67042
1923-08,northern-ireland,16.69933
1923-09,northern-ireland,14.78322
1923-10,northern-ireland,12.09725
1923-11,northern-ireland,6.22792
1923-12,northern-ireland,7.10983
1924-01,northern-ireland,7.41145
1924-02,northern-ireland,6.96776
1924-03,northern-ireland,7.28385
1924-04,northern-ireland,10.01192
1924-05,northern-ireland,13.65964
1924-06,northern-ireland,15.8208
1924-07,northern-ireland,16.78301
1924-08,northern-ireland,16.262
1924-09,northern-ireland,14.47861
1924-10,northern-ireland,12.26172
1924-11,northern-ireland,10.21191
1924-12,northern-ireland,9.05404
1925-01,northern-ireland,7.81574
1925-02,northern-ireland,6.85571
1925-03,northern-ireland,8.23872
1925-04,northern-ireland,10.05587
1925-05,northern-ireland,12.76486
1925-06,northern-ireland,17.37195
1925-07,northern-ireland,18.06643
1925-08,northern-ireland,17.95981
1925-09,northern-ireland,14.27718
1925-10,northern-ireland,13.079
1925-11,northern-ireland,8.06647
1925-12,northern-ireland,6.19014
1926-01,northern-ireland,7.69423
1926-02,northern-ireland,8.66144
1926-03,northern-ireland,9.02366
1926-04,northern-ireland,12.23479
1926-05,northern-ireland,13.01706
1926-06,northern-ireland,16.37447
1926-07,northern-ireland,19.23773
1926-08,northern-ireland,18.67216
1926-09,northern-ireland,16.74075
1926-10,northern-ireland,11.26924
1926-11,northern-ireland,8.49778
1926-12,northern-ireland,6.85857
1927-01,northern-ireland,7.03091
1927-02,northern-ireland,8.20909
1927-03,northern-ireland,9.63546
1927-04,northern-ireland,10.75668
1927-05,northern-ireland,14.29841
1927-06,northern-ireland,14.06722
1927-07,northern-ireland,17.24323
1927-08,northern-ireland,17.74778
1927-09,northern-ireland,14.12198
1927-10,northern-ireland,13.52601
1927-11,northern-ireland,8.75209
1927-12,northern-ireland,5.54911
1928-01,northern-ireland,7.94389
1928-02,northern-ireland,8.25597
1928-03,northern-ireland,7.71882
1928-04,northern-ireland,10.43946
1928-05,northern-ireland,14.26163
1928-06,northern-ireland,14.9708
1928-07,northern-ireland,17.58142
1928-08,northern-ireland,17.08651
1928-09,northern-ireland,15.30389
1928-10,northern-ireland,12.17461
1928-11,northern-ireland,9.81315
1928-12,northern-ireland,6.90774
1929-01,northern-ireland,5.23413
1929-02,northern-ireland,5.04603
1929-03,northern-ireland,11.54098
1929-04,northern-ireland,10.02179
1929-05,northern-ireland,14.41083
1929-06,northern-ireland,16.03687
1929-07,northern-ireland,18.01362
1929-08,northern-ireland,16.60175
1929-09,northern-ireland,17.38166
1929-10,northern-ireland,11.81926
1929-11,northern-ireland,8.92269
1929-12,northern-ireland,7.1709
1930-01,northern-ireland,6.48567
1930-02,northern-ireland,4.75067
1930-03,northern-ireland,8.07437
1930-04,northern-ireland,10.89832
1930-05,northern-ireland,14.31732
1930-06,northern-ireland,17.75519
1930-07,northern-ireland,16.62596
1930-08,northern-ireland,16.46102
1930-09,northern-ireland,15.46171
1930-10,northern-ireland,11.97272
1930-11,northern-ireland,8.46432
1930-12,northern-ireland,6.99514
1931-01,northern-ireland,6.1017
1931-02,northern-ireland,6.80864
1931-03,northern-ireland,7.14013
1931-04,northern-ireland,10.35197
1931-05,northern-ireland,13.54643
1931-06,northern-ireland,16.15443
1931-07,northern-ireland,16.71509
1931-08,northern-ireland,16.67717
1931-09,northern-ireland,14.31283
1931-10,northern-ireland,12.27191
1931-11,northern-ireland,10.00973
1931-12,northern-ireland,8.35756
1932-01,northern-ireland,9.29427
1932-02,northern-ireland,7.29812
1932-03,northern-ireland,8.73944
1932-04,northern-ireland,9.80996
1932-05,northern-ireland,13.2145
1932-06,northern-ireland,17.87355
1932-07,northern-ireland,17.74371
1932-08,northern-ireland,17.7699
1932-09,northern-ireland,14.40541
1932-10,northern-ireland,11.39455
1932-11,northern-ireland,9.09216
1932-12,northern-ireland,8.0999
1933-01,northern-ireland,5.52027
1933-02,northern-ireland,6.87193
1933-03,northern-ireland,9.79352
1933-04,northern-ireland,12.17285
1933-05,northern-ireland,13.8611
1933-06,northern-ireland,17.0973
1933-07,northern-ireland,19.24915
1933-08,northern-ireland,19.14924
1933-09,northern-ireland,17.13864
1933-10,northern-ireland,12.49685
1933-11,northern-ireland,8.28647
1933-12,northern-ireland,6.40281
1934-01,northern-ireland,7.98813
1934-02,northern-ireland,7.99756
1934-03,northern-ireland,7.80689
1934-04,northern-ireland,9.78664
1934-05,northern-ireland,13.96775
1934-06,northern-ireland,17.70641
1934-07,northern-ireland,20.56225
1934-08,northern-ireland,16.73603
1934-09,northern-ireland,15.76912
1934-10,northern-ireland,11.88706
1934-11,northern-ireland,8.75067
1934-12,northern-ireland,9.53915
1935-01,northern-ireland,7.29354
1935-02,northern-ireland,8.23069
1935-03,northern-ireland,9.5145
1935-04,northern-ireland,10.7317
1935-05,northern-ireland,14.55543
1935-06,northern-ireland,16.1356
1935-07,northern-ireland,18.90076
1935-08,northern-ireland,18.39763
1935-09,northern-ireland,15.19794
1935-10,northern-ireland,12.01492
1935-11,northern-ireland,8.25501
1935-12,northern-ireland,5.37201
1936-01,northern-ireland,4.99343
1936-02,northern-ireland,6.07764
1936-03,northern-ireland,9.0744
1936-04,northern-ireland,10.02198
1936-05,northern-ireland,14.057
1936-06,northern-ireland,17.16011
1936-07,northern-ireland,16.89759
1936-08,northern-ireland,18.75432
1936-09,northern-ireland,16.05707
1936-10,northern-ireland,12.84906
1936-11,northern-ireland,8.14847
1936-12,northern-ireland,7.92603
1937-01,northern-ireland,7.53472
1937-02,northern-ireland,7.2609
1937-03,northern-ireland,5.97439
1937-04,northern-ireland,10.97935
1937-05,northern-ireland,14.95806
1937-06,northern-ireland,16.10064
1937-07,northern-ireland,17.30051
1937-08,northern-ireland,18.70028
1937-09,northern-ireland,15.44631
1937-10,northern-ireland,11.86381
1937-11,northern-ireland,8.87267
1937-12,northern-ireland,5.83974
1938-01,northern-ireland,7.96145
1938-02,northern-ireland,8.10223
1938-03,northern-ireland,12.03304
1938-04,northern-ireland,11.99632
1938-05,northern-ireland,13.31562
1938-06,northern-ireland,15.88592
1938-07,northern-ireland,16.83415
1938-08,northern-ireland,17.93363
1938-09,northern-ireland,16.32286
1938-10,northern-ireland,12.5624
1938-11,northern-ireland,10.30469
1938-12,northern-ireland,6.97807
1939-01,northern-ireland,5.83292
1939-02,northern-ireland,8.57588
1939-03,northern-ireland,9.06019
1939-04,northern-ireland,11.64063
1939-05,northern-ireland,14.80198
1939-06,northern-ireland,17.86339
1939-07,northern-ireland,16.99119
1939-08,northern-ireland,18.55937
1939-09,northern-ireland,15.922
1939-10,northern-ireland,11.54988
1939-11,northern-ireland,10.44763
1939-12,northern-ireland,6.17776
1940-01,northern-ireland,4.02949
1940-02,northern-ireland,6.29035
1940-03,northern-ireland,8.79744
1940-04,northern-ireland,11.21559
1940-05,northern-ireland,15.37623
1940-06,northern-ireland,19.69517
1940-07,northern-ireland,16.86602
1940-08,northern-ireland,18.35204
1940-09,northern-ireland,15.53665
1940-10,northern-ireland,11.74549
1940-11,northern-ireland,9.19681
